usuario_id;idade;renda_mensal;curso;periodo_curso;ano_curso;tem_veiculo;prefere_republica;data_cadastro;origem_cidade;recebe_auxilio_familia
1462;21;1019,19;Medicina;Vespertino;1;True;True;2024-12-06;Mesma Cidade;True
1463;24;1659,69;Medicina;Matutino;1;False;False;2024-10-17;Outro Estado;True
1464;22;2342,26;Arquitetura;Noturno;3;False;False;2024-05-16;Interior Estado;False
1465;18;4000,0;Administração;Matutino;5;False;False;2024-06-15;Outro Estado;True
1466;19;4000,0;Medicina;Integral;4;True;False;2024-12-18;Interior Estado;False
1467;19;1688,88;Arquitetura;Noturno;4;False;True;2024-04-16;Interior Estado;True
1468;22;949,71;Psicologia;Noturno;1;False;False;2024-07-26;Interior Estado;False
1469;17;1086,77;Engenharia;Integral;4;False;False;2024-02-26;Mesma Cidade;True
1470;23;1206,32;Direito;Matutino;4;True;False;2024-06-15;Interior Estado;True
1471;18;1184,4;Outros;Matutino;5;True;True;2024-01-07;Outro Estado;False
1472;23;1195,62;Administração;Vespertino;3;False;True;2024-08-19;Interior Estado;True
1473;28;1376,15;Engenharia;Matutino;2;False;False;2024-09-15;Interior Estado;True
1474;25;975,84;Outros;Vespertino;2;True;True;2024-04-09;Interior Estado;True
1475;24;800,0;Outros;Vespertino;1;False;True;2024-12-13;Interior Estado;True
1476;22;2968,1;Outros;Vespertino;2;False;False;2024-07-03;Mesma Cidade;False
1477;22;1091,28;Direito;Integral;5;False;False;2024-10-29;Mesma Cidade;False
1478;24;2375,79;Direito;Vespertino;1;True;True;2024-10-05;Outro Estado;False
1479;24;1615,69;Direito;Integral;1;False;True;2024-12-14;Interior Estado;True
1480;23;1549,77;Engenharia;Matutino;5;True;True;2024-05-02;Interior Estado;False
1481;23;3890,42;Outros;Matutino;4;False;True;2024-09-05;Outro Estado;True
1482;19;1211,17;Engenharia;Matutino;3;False;True;2024-05-26;Outro Estado;True
1483;23;800,0;Engenharia;Vespertino;3;True;True;2024-07-17;Mesma Cidade;True
1484;27;1117,38;Outros;Noturno;3;False;True;2024-08-25;Outro Estado;False
1485;29;1970,01;Engenharia;Matutino;4;True;True;2024-12-18;Interior Estado;True
1486;29;1792,11;Outros;Noturno;1;False;True;2024-10-18;Mesma Cidade;True
1487;25;4000,0;Administração;Integral;1;False;True;2024-01-23;Mesma Cidade;True
1488;22;1279,95;Administração;Matutino;3;False;True;2024-07-05;Interior Estado;True
1489;20;1254,14;Arquitetura;Vespertino;1;True;True;2024-08-11;Interior Estado;True
1490;17;2885,23;Engenharia;Matutino;3;False;False;2024-12-20;Mesma Cidade;True
1491;28;800,0;Direito;Vespertino;4;True;True;2024-09-11;Outro Estado;True
1492;19;800,0;Administração;Matutino;1;False;False;2024-03-25;Outro Estado;False
1493;28;1418,19;Ciência da Computação;Integral;1;False;True;2024-08-10;Mesma Cidade;True
1494;23;2138,43;Administração;Matutino;2;True;True;2024-09-27;Interior Estado;False
1495;20;800,0;Ciência da Computação;Noturno;1;False;True;2024-11-05;Interior Estado;True
1496;20;800,0;Engenharia;Vespertino;2;False;True;2024-01-26;Mesma Cidade;False
1497;22;2282,88;Arquitetura;Integral;3;False;True;2024-12-11;Interior Estado;True
1498;23;3193,95;Administração;Noturno;5;False;False;2024-01-07;Outro Estado;True
1499;25;884,14;Outros;Vespertino;5;False;True;2024-02-22;Outro Estado;True
1500;20;2096,62;Administração;Matutino;4;False;False;2024-05-26;Mesma Cidade;True
1501;23;1756,08;Engenharia;Noturno;2;False;False;2024-03-18;Interior Estado;False
1502;22;1749,32;Medicina;Noturno;3;True;True;2024-02-21;Interior Estado;False
1503;19;1886,39;Direito;Matutino;5;False;False;2024-02-08;Interior Estado;True
1504;29;4000,0;Engenharia;Integral;3;True;True;2024-01-07;Interior Estado;True
1505;20;1753,01;Ciência da Computação;Noturno;1;False;True;2024-09-07;Mesma Cidade;True
1506;23;948,77;Engenharia;Integral;2;True;True;2024-06-21;Mesma Cidade;True
1507;21;3837,39;Ciência da Computação;Vespertino;1;False;False;2024-12-22;Interior Estado;False
1508;23;988,0;Administração;Vespertino;4;True;True;2024-01-15;Mesma Cidade;True
1509;21;1327,75;Outros;Integral;1;False;False;2024-05-22;Mesma Cidade;True
1510;21;800,0;Medicina;Integral;3;False;True;2024-03-07;Interior Estado;True
1511;17;2838,29;Ciência da Computação;Noturno;1;False;True;2024-11-21;Interior Estado;True
1512;20;1049,35;Outros;Vespertino;5;True;False;2024-03-15;Interior Estado;True
1513;25;1593,42;Medicina;Integral;3;False;False;2024-05-19;Mesma Cidade;False
1514;25;4000,0;Medicina;Integral;3;False;True;2024-12-15;Mesma Cidade;False
1515;21;800,0;Administração;Noturno;5;False;True;2024-06-10;Mesma Cidade;False
1516;23;1003,07;Outros;Noturno;1;True;False;2024-06-09;Interior Estado;True
1517;20;4000,0;Direito;Noturno;2;True;True;2024-08-16;Mesma Cidade;False
1518;20;3099,82;Engenharia;Matutino;1;False;True;2024-02-23;Interior Estado;True
1519;21;841,93;Psicologia;Matutino;1;False;False;2024-02-07;Interior Estado;True
1520;18;1254,22;Administração;Integral;3;True;True;2024-01-11;Outro Estado;True
1521;28;1313,6;Medicina;Vespertino;4;False;True;2024-05-30;Interior Estado;True
1522;24;800,0;Outros;Noturno;5;True;False;2024-11-19;Interior Estado;True
1523;20;1574,47;Administração;Vespertino;1;False;True;2024-06-08;Interior Estado;True
1524;27;4000,0;Administração;Noturno;4;False;False;2024-01-01;Mesma Cidade;True
1525;25;2264,26;Engenharia;Vespertino;4;True;True;2024-01-30;Interior Estado;True
1526;21;1889,16;Outros;Integral;1;True;True;2024-07-14;Mesma Cidade;True
1527;21;900,71;Outros;Integral;5;False;False;2024-08-07;Interior Estado;True
1528;21;1759,98;Administração;Integral;1;False;True;2024-01-04;Mesma Cidade;True
1529;21;1598,48;Direito;Matutino;5;False;False;2024-01-18;Mesma Cidade;True
1530;22;1638,63;Administração;Matutino;3;True;False;2024-09-25;Outro Estado;False
1531;24;808,62;Direito;Vespertino;1;True;False;2024-09-26;Outro Estado;True
1532;23;4000,0;Outros;Vespertino;1;False;True;2024-03-15;Mesma Cidade;True
1533;24;800,0;Engenharia;Vespertino;2;False;False;2024-06-19;Mesma Cidade;False
1534;17;800,0;Medicina;Noturno;5;False;True;2024-02-18;Outro Estado;True
1535;18;1252,34;Ciência da Computação;Matutino;4;True;False;2024-01-28;Mesma Cidade;True
1536;20;4000,0;Administração;Noturno;3;False;True;2024-05-26;Interior Estado;False
1537;22;800,0;Direito;Noturno;1;True;True;2024-12-04;Outro Estado;True
1538;18;1595,73;Psicologia;Matutino;5;False;True;2024-03-31;Outro Estado;True
1539;27;1522,38;Outros;Matutino;4;False;False;2024-02-14;Outro Estado;True
1540;23;800,0;Medicina;Matutino;1;False;True;2024-11-28;Mesma Cidade;True
1541;22;2165,2;Psicologia;Noturno;5;False;True;2024-01-09;Interior Estado;True
1542;24;800,0;Psicologia;Noturno;2;False;True;2024-04-16;Interior Estado;True
1543;20;1926,02;Arquitetura;Integral;5;False;False;2024-01-16;Interior Estado;True
1544;26;800,0;Outros;Noturno;2;False;True;2024-05-13;Mesma Cidade;True
1545;20;1268,69;Outros;Vespertino;1;True;True;2024-09-30;Outro Estado;False
1546;21;1578,65;Psicologia;Vespertino;3;True;True;2024-05-12;Outro Estado;True
1547;24;1298,43;Administração;Matutino;5;False;True;2024-06-05;Mesma Cidade;False
1548;23;3497,73;Medicina;Noturno;2;True;True;2024-01-16;Outro Estado;True
1549;27;1392,34;Administração;Matutino;3;False;True;2024-06-30;Interior Estado;False
1550;17;2315,34;Direito;Noturno;4;False;True;2024-02-19;Interior Estado;True
1551;17;1800,8;Ciência da Computação;Integral;3;False;False;2024-09-14;Mesma Cidade;True
1552;20;1036,4;Outros;Noturno;1;True;False;2024-03-30;Interior Estado;True
1553;25;837,97;Administração;Integral;2;False;True;2024-09-30;Mesma Cidade;True
1554;19;3014,93;Engenharia;Matutino;1;False;True;2024-06-18;Outro Estado;False
1555;28;1753,09;Ciência da Computação;Vespertino;1;False;True;2024-09-07;Interior Estado;True
1556;21;1048,57;Medicina;Matutino;1;False;False;2024-06-16;Interior Estado;True
1557;25;3542,57;Direito;Matutino;4;False;True;2024-03-18;Mesma Cidade;True
1558;20;832,94;Outros;Noturno;4;False;True;2024-03-10;Mesma Cidade;True
1559;22;1200,5;Ciência da Computação;Matutino;4;False;True;2024-10-03;Mesma Cidade;True
1560;18;1229,57;Outros;Matutino;4;False;True;2024-12-10;Outro Estado;True
1561;23;859,94;Engenharia;Noturno;3;False;True;2024-08-14;Mesma Cidade;True
1562;23;1725,62;Ciência da Computação;Noturno;4;False;True;2024-01-19;Interior Estado;False
1563;24;1106,29;Administração;Integral;1;True;True;2024-06-16;Outro Estado;True
1564;25;800,0;Outros;Integral;3;False;True;2024-01-03;Outro Estado;True
1565;17;1288,14;Outros;Vespertino;2;False;True;2024-03-13;Mesma Cidade;True
1566;24;800,0;Outros;Noturno;1;False;True;2024-06-01;Outro Estado;True
1567;25;1741,4;Outros;Integral;1;False;True;2024-07-02;Mesma Cidade;True
1568;18;1630,88;Engenharia;Noturno;1;True;True;2024-09-07;Outro Estado;True
1569;23;800,0;Administração;Vespertino;1;True;True;2024-05-25;Interior Estado;False
1570;24;800,0;Engenharia;Vespertino;5;False;True;2024-01-02;Interior Estado;False
1571;24;800,0;Administração;Noturno;1;True;True;2024-12-03;Interior Estado;True
1572;23;800,0;Ciência da Computação;Noturno;3;False;False;2024-09-23;Mesma Cidade;True
1573;24;1187,65;Arquitetura;Noturno;1;False;False;2024-04-12;Outro Estado;True
1574;17;1099,27;Psicologia;Vespertino;4;False;True;2024-11-06;Interior Estado;True
1575;28;1482,51;Medicina;Integral;5;False;True;2024-12-26;Interior Estado;True
1576;29;1048,69;Medicina;Noturno;2;True;False;2024-02-18;Outro Estado;False
1577;25;2040,46;Direito;Matutino;2;False;True;2024-11-19;Outro Estado;True
1578;17;2018,97;Direito;Matutino;3;True;True;2024-06-08;Interior Estado;True
1579;20;869,42;Arquitetura;Vespertino;3;False;False;2024-12-02;Outro Estado;True
1580;21;3557,55;Administração;Matutino;4;False;True;2024-01-23;Outro Estado;True
1581;22;1083,53;Outros;Integral;5;True;True;2024-12-30;Interior Estado;True
1582;20;800,0;Ciência da Computação;Vespertino;4;False;True;2024-10-02;Mesma Cidade;False
1583;26;2681,54;Administração;Noturno;2;True;False;2024-08-13;Mesma Cidade;False
1584;20;914,48;Ciência da Computação;Noturno;3;False;False;2024-04-27;Outro Estado;True
1585;20;3114,41;Outros;Matutino;5;False;True;2024-08-10;Interior Estado;True
1586;25;1765,17;Administração;Vespertino;3;True;True;2024-12-25;Mesma Cidade;False
1587;21;4000,0;Outros;Noturno;4;True;True;2024-02-24;Interior Estado;True
1588;23;2123,52;Administração;Matutino;1;True;True;2024-07-12;Mesma Cidade;True
1589;21;813,23;Ciência da Computação;Noturno;5;False;True;2024-12-02;Mesma Cidade;True
1590;19;800,0;Outros;Integral;3;False;True;2024-01-02;Mesma Cidade;True
1591;23;800,0;Administração;Integral;5;False;False;2024-09-09;Interior Estado;False
1592;19;800,0;Ciência da Computação;Vespertino;1;True;True;2024-10-20;Mesma Cidade;False
1593;22;800,0;Psicologia;Noturno;1;True;False;2024-07-03;Interior Estado;True
1594;24;2508,61;Administração;Noturno;5;False;False;2024-10-22;Mesma Cidade;True
1595;28;1154,57;Engenharia;Vespertino;3;False;True;2024-11-30;Interior Estado;True
1596;28;800,0;Arquitetura;Integral;1;False;True;2024-09-02;Mesma Cidade;True
1597;18;984,86;Administração;Noturno;1;False;False;2024-05-25;Outro Estado;True
1598;24;2321,15;Psicologia;Matutino;3;False;True;2024-03-18;Interior Estado;False
1599;20;1193,78;Direito;Noturno;2;False;True;2024-10-03;Mesma Cidade;True
1600;20;1801,34;Direito;Vespertino;5;True;True;2024-04-25;Mesma Cidade;False
1601;17;800,0;Outros;Vespertino;1;False;True;2024-01-31;Mesma Cidade;True
1602;19;810,7;Medicina;Noturno;1;True;True;2024-10-17;Outro Estado;True
1603;18;1496,2;Engenharia;Integral;1;True;False;2024-07-21;Interior Estado;False
1604;25;1716,09;Administração;Vespertino;2;True;True;2024-07-27;Mesma Cidade;False
1605;25;1228,96;Medicina;Noturno;1;True;True;2024-07-23;Interior Estado;True
1606;25;1475,43;Direito;Matutino;4;True;True;2024-03-16;Outro Estado;True
1607;19;1300,39;Engenharia;Matutino;2;False;True;2024-05-29;Outro Estado;False
1608;23;2144,91;Ciência da Computação;Integral;2;False;True;2024-07-08;Outro Estado;True
1609;18;1506,48;Ciência da Computação;Noturno;1;True;True;2024-03-10;Mesma Cidade;True
1610;23;1096,32;Outros;Matutino;1;False;True;2024-12-16;Outro Estado;True
1611;21;1069,6;Direito;Integral;3;False;True;2024-03-31;Interior Estado;True
1612;25;2331,91;Outros;Integral;4;True;True;2024-04-16;Outro Estado;False
1613;26;1438,5;Medicina;Matutino;4;False;True;2024-07-31;Outro Estado;True
1614;20;800,0;Psicologia;Matutino;1;False;False;2024-03-31;Mesma Cidade;True
1615;25;855,61;Outros;Vespertino;4;True;True;2024-03-24;Mesma Cidade;True
1616;20;1118,77;Administração;Noturno;5;True;True;2024-04-26;Outro Estado;True
1617;21;800,0;Outros;Vespertino;1;False;True;2024-06-27;Interior Estado;True
1618;21;2101,66;Engenharia;Noturno;1;True;True;2024-06-10;Mesma Cidade;True
1619;24;800,0;Direito;Vespertino;3;False;True;2024-08-19;Outro Estado;True
1620;25;800,0;Ciência da Computação;Noturno;1;True;False;2024-04-21;Outro Estado;True
1621;22;1098,36;Arquitetura;Noturno;2;False;True;2024-08-12;Mesma Cidade;True
1622;29;1858,96;Ciência da Computação;Matutino;3;True;False;2024-01-13;Mesma Cidade;True
1623;23;2991,91;Administração;Vespertino;4;False;False;2024-02-17;Outro Estado;True
1624;21;800,0;Ciência da Computação;Integral;4;True;True;2024-04-21;Mesma Cidade;True
1625;18;4000,0;Engenharia;Matutino;3;False;True;2024-06-08;Interior Estado;True
1626;25;1048,48;Engenharia;Integral;5;False;True;2024-01-18;Interior Estado;False
1627;21;965,48;Administração;Noturno;3;True;True;2024-09-11;Mesma Cidade;True
1628;20;1719,72;Ciência da Computação;Noturno;1;False;False;2024-07-11;Mesma Cidade;True
1629;17;1850,75;Engenharia;Vespertino;5;True;False;2024-06-13;Outro Estado;True
1630;24;956,23;Outros;Matutino;4;True;True;2024-10-30;Mesma Cidade;True
1631;24;853,17;Ciência da Computação;Matutino;5;True;True;2024-12-21;Interior Estado;True
1632;19;800,0;Arquitetura;Noturno;2;False;True;2024-08-20;Mesma Cidade;True
1633;23;1081,56;Outros;Matutino;1;False;False;2024-07-03;Interior Estado;True
1634;21;2116,0;Direito;Vespertino;3;False;True;2024-09-18;Mesma Cidade;True
1635;20;1268,64;Outros;Vespertino;3;False;True;2024-09-24;Interior Estado;False
1636;19;800,0;Ciência da Computação;Noturno;1;False;True;2024-08-05;Interior Estado;True
1637;20;800,0;Engenharia;Integral;3;False;False;2024-11-25;Outro Estado;True
1638;25;1978,75;Psicologia;Noturno;5;False;True;2024-09-13;Mesma Cidade;True
1639;18;1765,08;Arquitetura;Matutino;5;False;True;2024-09-19;Mesma Cidade;True
1640;19;1820,66;Administração;Integral;5;True;False;2024-09-24;Interior Estado;True
1641;27;1109,32;Administração;Vespertino;1;True;True;2024-09-24;Interior Estado;False
1642;17;2879,25;Engenharia;Noturno;5;True;True;2024-12-21;Outro Estado;False
1643;23;1067,26;Engenharia;Vespertino;5;False;True;2024-08-13;Mesma Cidade;False
1644;17;1920,55;Outros;Integral;2;False;False;2024-04-10;Interior Estado;True
1645;20;2283,05;Ciência da Computação;Vespertino;3;True;False;2024-11-27;Interior Estado;True
1646;18;1773,2;Outros;Integral;1;True;False;2024-02-22;Interior Estado;False
1647;20;1491,91;Ciência da Computação;Matutino;5;False;True;2024-06-02;Outro Estado;True
1648;17;2960,98;Psicologia;Matutino;2;True;True;2024-01-16;Outro Estado;True
1649;19;2395,35;Engenharia;Matutino;4;True;True;2024-07-06;Outro Estado;True
1650;25;1538,0;Administração;Vespertino;3;False;True;2024-07-09;Mesma Cidade;True
1651;23;2029,61;Administração;Integral;3;True;True;2024-09-03;Interior Estado;True
1652;19;2133,73;Engenharia;Noturno;2;False;False;2024-08-17;Interior Estado;True
1653;29;2549,86;Outros;Noturno;2;False;True;2024-09-23;Mesma Cidade;True
1654;29;4000,0;Direito;Integral;3;False;False;2024-09-26;Mesma Cidade;True
1655;24;3143,2;Outros;Vespertino;1;False;False;2024-09-14;Outro Estado;True
1656;20;1535,9;Outros;Vespertino;1;False;True;2024-10-20;Interior Estado;True
1657;22;800,0;Direito;Matutino;4;False;True;2024-10-17;Interior Estado;True
1658;25;1978,26;Outros;Matutino;5;True;False;2024-01-28;Mesma Cidade;True
1659;25;2637,71;Engenharia;Noturno;4;False;True;2024-06-25;Interior Estado;True
1660;19;1028,37;Outros;Matutino;1;True;False;2024-04-30;Outro Estado;True
1661;24;3456,64;Engenharia;Noturno;2;False;True;2024-03-06;Interior Estado;True
1662;23;1999,88;Outros;Integral;2;True;True;2024-03-03;Interior Estado;True
1663;24;1872,77;Engenharia;Integral;1;True;True;2024-08-04;Interior Estado;True
1664;22;1385,43;Outros;Integral;2;False;True;2024-04-10;Mesma Cidade;False
1665;20;1241,49;Engenharia;Matutino;1;False;True;2024-05-19;Interior Estado;True
1666;26;1563,91;Administração;Noturno;2;True;True;2024-01-13;Mesma Cidade;True
1667;17;1177,1;Outros;Noturno;1;False;False;2024-12-09;Mesma Cidade;True
1668;27;800,0;Outros;Matutino;2;False;True;2024-06-25;Interior Estado;True
1669;18;3744,1;Outros;Vespertino;2;False;True;2024-11-28;Mesma Cidade;True
1670;17;4000,0;Outros;Vespertino;5;False;True;2024-04-23;Outro Estado;False
1671;19;2122,74;Ciência da Computação;Matutino;3;True;True;2024-03-03;Outro Estado;True
1672;21;1739,55;Administração;Vespertino;3;False;True;2024-05-02;Mesma Cidade;True
1673;20;1804,82;Administração;Matutino;1;False;False;2024-10-01;Outro Estado;True
1674;23;1432,95;Direito;Matutino;3;False;False;2024-09-10;Outro Estado;True
1675;23;1729,58;Outros;Noturno;4;True;True;2024-04-26;Interior Estado;True
1676;23;2185,14;Arquitetura;Noturno;1;True;True;2024-11-17;Mesma Cidade;False
1677;19;4000,0;Engenharia;Vespertino;1;False;False;2024-10-12;Mesma Cidade;True
1678;23;4000,0;Administração;Matutino;2;True;False;2024-08-15;Outro Estado;True
1679;21;1509,88;Direito;Integral;1;False;True;2024-08-13;Interior Estado;True
1680;22;800,0;Outros;Noturno;4;False;True;2024-08-24;Interior Estado;True
1681;28;1187,47;Administração;Matutino;3;False;True;2024-04-03;Mesma Cidade;True
1682;21;800,0;Direito;Matutino;5;True;False;2024-01-15;Mesma Cidade;False
1683;18;1209,89;Direito;Matutino;3;False;True;2024-07-29;Outro Estado;False
1684;20;3861,22;Administração;Matutino;4;True;True;2024-03-08;Mesma Cidade;True
1685;24;1424,48;Ciência da Computação;Vespertino;3;True;True;2024-09-14;Mesma Cidade;True
1686;26;800,0;Administração;Vespertino;1;True;False;2024-03-03;Interior Estado;True
1687;20;832,76;Direito;Matutino;2;False;True;2024-02-15;Interior Estado;True
1688;24;1107,83;Ciência da Computação;Matutino;4;False;True;2024-03-16;Outro Estado;True
1689;28;2019,74;Administração;Matutino;2;False;True;2024-07-17;Mesma Cidade;False
1690;22;1067,98;Arquitetura;Integral;3;False;True;2024-04-18;Interior Estado;True
1691;24;876,14;Direito;Vespertino;1;False;False;2024-03-28;Interior Estado;False
1692;23;1724,0;Ciência da Computação;Integral;3;False;True;2024-10-20;Mesma Cidade;True
1693;22;4000,0;Engenharia;Integral;4;False;True;2024-04-05;Outro Estado;True
1694;23;1379,86;Ciência da Computação;Noturno;2;False;False;2024-07-09;Interior Estado;True
1695;21;2768,69;Medicina;Noturno;1;False;False;2024-06-23;Interior Estado;False
1696;18;800,0;Ciência da Computação;Integral;3;False;True;2024-09-16;Mesma Cidade;True
1697;24;1882,34;Outros;Matutino;4;False;True;2024-01-10;Interior Estado;True
1698;22;1155,32;Administração;Noturno;4;False;True;2024-10-21;Mesma Cidade;True
1699;17;1013,22;Direito;Noturno;3;True;True;2024-05-20;Mesma Cidade;True
1700;25;1053,05;Engenharia;Matutino;5;False;True;2024-10-20;Mesma Cidade;True
1701;22;1678,97;Engenharia;Integral;1;True;False;2024-10-27;Mesma Cidade;True
1702;20;3467,67;Administração;Matutino;1;False;False;2024-11-28;Interior Estado;False
1703;17;1342,58;Engenharia;Noturno;1;True;False;2024-08-06;Outro Estado;True
1704;24;3358,59;Outros;Integral;1;False;False;2024-10-25;Mesma Cidade;True
1705;24;2563,26;Administração;Matutino;3;False;True;2024-04-22;Outro Estado;True
1706;20;800,0;Ciência da Computação;Noturno;2;True;False;2024-08-29;Outro Estado;True
1707;25;2183,15;Engenharia;Noturno;2;False;True;2024-09-03;Outro Estado;True
1708;20;800,0;Engenharia;Integral;2;False;True;2024-02-18;Mesma Cidade;True
1709;17;903,88;Ciência da Computação;Matutino;5;False;True;2024-04-01;Interior Estado;False
1710;22;1023,33;Outros;Vespertino;4;False;True;2024-08-21;Interior Estado;True
1711;24;800,0;Ciência da Computação;Vespertino;3;False;False;2024-08-29;Interior Estado;True
1712;28;3816,58;Engenharia;Matutino;2;False;False;2024-10-21;Interior Estado;True
1713;21;2752,56;Administração;Noturno;4;True;True;2024-06-17;Mesma Cidade;True
1714;23;800,0;Engenharia;Noturno;2;False;True;2024-08-11;Interior Estado;True
1715;22;1645,69;Engenharia;Integral;2;True;True;2024-07-17;Outro Estado;True
1716;29;1287,54;Arquitetura;Matutino;4;False;True;2024-10-22;Mesma Cidade;True
1717;24;1849,84;Outros;Vespertino;5;False;False;2024-01-15;Interior Estado;False
1718;21;1927,06;Engenharia;Noturno;5;False;False;2024-11-18;Interior Estado;True
1719;18;1100,71;Psicologia;Vespertino;4;False;False;2024-12-19;Mesma Cidade;True
1720;22;3040,78;Arquitetura;Noturno;2;True;True;2024-01-26;Mesma Cidade;False
1721;21;1610,16;Psicologia;Noturno;2;False;False;2024-11-30;Mesma Cidade;True
1722;23;800,0;Outros;Vespertino;2;True;True;2024-06-28;Interior Estado;True
1723;27;800,0;Medicina;Matutino;2;False;False;2024-06-13;Outro Estado;False
1724;17;1621,54;Arquitetura;Noturno;5;False;True;2024-07-30;Outro Estado;True
1725;22;2826,24;Arquitetura;Noturno;3;False;False;2024-06-18;Interior Estado;True
1726;19;1120,84;Administração;Integral;3;False;True;2024-08-09;Outro Estado;True
1727;24;800,0;Ciência da Computação;Noturno;4;False;False;2024-08-05;Mesma Cidade;True
1728;23;1756,38;Direito;Matutino;5;False;True;2024-05-02;Mesma Cidade;True
1729;25;1489,28;Outros;Vespertino;2;False;True;2024-06-03;Outro Estado;False
1730;23;1583,62;Direito;Noturno;5;True;False;2024-04-03;Mesma Cidade;True
1731;20;800,0;Outros;Vespertino;2;True;True;2024-11-19;Mesma Cidade;False
1732;19;1112,84;Engenharia;Vespertino;4;False;True;2024-12-07;Mesma Cidade;False
1733;21;800,0;Psicologia;Vespertino;3;True;True;2024-02-23;Mesma Cidade;True
1734;23;800,0;Psicologia;Noturno;1;True;True;2024-10-19;Interior Estado;True
1735;20;1091,54;Ciência da Computação;Noturno;5;True;False;2024-06-16;Mesma Cidade;True
1736;26;800,0;Ciência da Computação;Noturno;2;False;True;2024-10-11;Outro Estado;True
1737;19;1137,51;Ciência da Computação;Vespertino;4;False;True;2024-07-23;Outro Estado;True
1738;29;4000,0;Ciência da Computação;Vespertino;2;True;False;2024-09-13;Interior Estado;False
1739;29;2364,69;Outros;Vespertino;5;False;False;2024-11-02;Interior Estado;True
1740;18;912,07;Administração;Vespertino;3;False;True;2024-07-25;Outro Estado;False
1741;29;800,0;Arquitetura;Matutino;4;False;True;2024-08-26;Interior Estado;True
1742;17;4000,0;Outros;Vespertino;5;False;False;2024-09-29;Interior Estado;True
1743;23;843,46;Ciência da Computação;Noturno;2;False;False;2024-05-13;Mesma Cidade;False
1744;21;2596,12;Ciência da Computação;Noturno;3;False;True;2024-10-04;Interior Estado;False
1745;28;1216,63;Administração;Matutino;4;False;False;2024-03-06;Interior Estado;True
1746;20;2069,0;Engenharia;Vespertino;3;False;True;2024-05-14;Interior Estado;False
1747;22;3253,39;Administração;Noturno;4;False;False;2024-08-06;Outro Estado;True
1748;24;1110,96;Ciência da Computação;Matutino;1;True;True;2024-09-22;Mesma Cidade;True
1749;25;1260,42;Outros;Noturno;1;False;False;2024-02-25;Interior Estado;False
1750;22;2761,64;Engenharia;Matutino;4;False;False;2024-10-24;Mesma Cidade;True
1751;20;2237,68;Administração;Matutino;4;False;False;2024-05-05;Interior Estado;True
1752;25;800,0;Engenharia;Matutino;1;True;True;2024-08-14;Mesma Cidade;True
1753;17;1384,95;Administração;Noturno;4;False;False;2024-01-15;Interior Estado;True
1754;24;800,0;Psicologia;Integral;1;False;False;2024-11-20;Outro Estado;False
1755;23;800,0;Arquitetura;Integral;1;False;True;2024-04-15;Outro Estado;True
1756;24;800,0;Outros;Noturno;3;False;True;2024-09-05;Mesma Cidade;False
1757;22;1699,13;Outros;Matutino;1;True;True;2024-08-05;Interior Estado;True
1758;27;2494,86;Engenharia;Integral;4;True;True;2024-07-31;Interior Estado;True
1759;21;867,56;Engenharia;Noturno;3;True;True;2024-11-26;Interior Estado;False
1760;25;802,6;Ciência da Computação;Noturno;2;False;True;2024-06-30;Interior Estado;True
1761;29;805,04;Direito;Noturno;4;True;False;2024-10-08;Mesma Cidade;True
1762;22;2494,51;Ciência da Computação;Noturno;1;False;True;2024-12-09;Outro Estado;True
1763;22;1030,65;Medicina;Matutino;5;True;True;2024-09-13;Mesma Cidade;True
1764;22;895,49;Outros;Vespertino;3;False;False;2024-09-19;Mesma Cidade;True
1765;18;2410,99;Administração;Integral;1;False;True;2024-08-16;Outro Estado;True
1766;17;1147,7;Engenharia;Noturno;2;False;True;2024-09-22;Mesma Cidade;False
1767;21;801,05;Direito;Vespertino;3;True;True;2024-03-10;Interior Estado;True
1768;23;800,0;Direito;Vespertino;2;False;True;2024-06-23;Mesma Cidade;False
1769;22;922,48;Arquitetura;Matutino;1;False;True;2024-05-13;Mesma Cidade;True
1770;18;800,0;Psicologia;Noturno;3;True;False;2024-06-12;Outro Estado;True
1771;17;1149,08;Direito;Vespertino;4;False;True;2024-10-01;Mesma Cidade;True
1772;24;940,48;Administração;Matutino;3;False;True;2024-11-08;Interior Estado;True
1773;18;1285,93;Direito;Matutino;2;False;False;2024-08-15;Mesma Cidade;False
1774;29;1239,18;Administração;Matutino;3;True;True;2024-11-15;Outro Estado;True
1775;22;800,0;Administração;Integral;1;False;False;2024-04-30;Mesma Cidade;True
1776;21;2282,78;Psicologia;Matutino;5;False;False;2024-12-17;Interior Estado;True
1777;23;800,0;Outros;Noturno;2;False;True;2024-03-02;Interior Estado;True
1778;29;800,0;Ciência da Computação;Matutino;2;False;True;2024-10-11;Mesma Cidade;True
1779;24;1140,98;Direito;Noturno;3;False;True;2024-08-12;Outro Estado;True
1780;22;807,62;Administração;Noturno;1;False;True;2024-08-08;Mesma Cidade;True
1781;20;2010,85;Arquitetura;Vespertino;1;False;False;2024-09-30;Interior Estado;False
1782;21;1184,77;Direito;Integral;1;False;True;2024-03-12;Outro Estado;True
1783;26;958,26;Medicina;Matutino;4;False;True;2024-12-17;Mesma Cidade;True
1784;22;3269,62;Ciência da Computação;Integral;4;False;False;2024-04-19;Outro Estado;True
1785;21;800,0;Direito;Matutino;1;False;True;2024-01-10;Outro Estado;True
